1000268201_693b08cb0e.jpg#0	ピンクのドレスを着た子供は、入り口で階段を登っています。
359082432_c1fd5aa2d6.jpg#0	ラボの犬は、背景に男がいる倒れた木の幹の上に立っています。
359082432_c1fd5aa2d6.jpg#1	男と犬が地面に落ちた木の上に立っています。
359082432_c1fd5aa2d6.jpg#2	男が黄色い犬が倒れた木の上から何かを求めて狩りをするのを見ています。
359082432_c1fd5aa2d6.jpg#3	枯れ木の幹の上に立っている犬を見ている男。
359082432_c1fd5aa2d6.jpg#4	背景に立っている男と一緒に裸の木の幹の上に登る黄褐色の犬
3591094476_b61acd63d6.jpg#0	黒いオーバーファーの女の子が2匹のパグ犬と一緒に立っています
3591094476_b61acd63d6.jpg#1	人が2つの鎖で覆われたパグを持って立ち、黒いシャツのセット付きの格子縞のズボンを着ています。
3591094476_b61acd63d6.jpg#2	モホークを持つ女性は、2匹の小さなパグ犬のリーシュを抱きしめます。
3591094476_b61acd63d6.jpg#3	カラフルな髪を持つ女性は2匹の犬を歩きます。
3591094476_b61acd63d6.jpg#4	紫色の髪を持つ女性は、リーシュ上に2匹の犬を飼っています。
3591170729_406fdb74e5.jpg#0	少年が手を下ろし、足をスケートボードに上げてランプに乗っています。
3591170729_406fdb74e5.jpg#1	スケートボード上の男がランプでトリックをします。
3591170729_406fdb74e5.jpg#2	男がスケートボードに乗ってランプに乗って腕を持ち上げています。
3591170729_406fdb74e5.jpg#3	白いシャツと青いジーンズを着た男がスケートボードのランプに落ちます。
3591170729_406fdb74e5.jpg#4	男はスケートボードに白いシャツとブルージーンズを着ています。
3591457224_88281dd04f.jpg#0	両腕を上げたほうきを持ったピエロ。
3591457224_88281dd04f.jpg#1	カラフルなシャツとカウボーイハットを着たピエロは、群衆の中で腕を上げています。
3591457224_88281dd04f.jpg#2	ピエロにdressした男が前に演奏しています。
3591457224_88281dd04f.jpg#3	紫色の帽子とピエロの化粧をしている男は、群衆を応援しています。
3591457224_88281dd04f.jpg#4	ほうきを持っているピエロは人々に微笑んでいます。
3591458156_f1a9a33918.jpg#0	カウボーイがバッキングしている馬から追い出されます
3591458156_f1a9a33918.jpg#1	裁判官は黄色い旗の上に手をかけて待っている間に、彼が乗っていた馬からカウボーイが投げられます。
3591458156_f1a9a33918.jpg#2	ロデオの男が馬から投げ出されます。
3591458156_f1a9a33918.jpg#3	馬は、カウボーイのwhistで後ろ足を蹴っています。
3591458156_f1a9a33918.jpg#4	茶色の馬が空中に蹴られた西洋の服装を着た2人の男性。
3591461782_687e320042.jpg#0	白い衣装を着たカウボーイは、怒っている雄牛から倒れました。
3591461782_687e320042.jpg#1	カウボーイは大きな茶色の雄牛から投げられています。
3591461782_687e320042.jpg#2	ロデオのショーで男が雄牛から落ちます。
3591461782_687e320042.jpg#3	カウボーイズはロデオに参加します。
3591461782_687e320042.jpg#4	ロデオの男性は雄牛を飼いならそうとします。
3591462960_86045906bd.jpg#0	カウボーイの帽子をかぶっている他の人が見ている間、男はロデオで雄牛を揺らしています。
3591462960_86045906bd.jpg#1	男が雄牛の上に片手で空中に立ち上がっています。
3591462960_86045906bd.jpg#2	ロデオのライダーは、仲間のカウボーイが見ているように、黒い雄牛によって空中に放り込まれます。
3591462960_86045906bd.jpg#3	雄牛に乗っている間、男が空中に投げられます
3591462960_86045906bd.jpg#4	黒人の男は赤いフェンスの前でいっぱいに飛び立っています。
359173181_a75c950aeb.jpg#0	犬が雪の畑を飛び越えます。
359173181_a75c950aeb.jpg#1	犬は木の近くの雪に覆われた地面を駆け抜けます。
359173181_a75c950aeb.jpg#2	犬は、遠くに大きな木を持って雪を駆け抜けます。
359173181_a75c950aeb.jpg#3	犬は孤独な木で草を駆け抜けます。
359173181_a75c950aeb.jpg#4	茶色の毛皮のような動物は、彼の後ろに木があり、雪の草の中を歩いています。
3592968286_b63c81bcd2.jpg#0	派手な服を着た男がステージでギターを演奏します。
3592968286_b63c81bcd2.jpg#1	バックグラウンドで他の人と一緒にライトの下でギターを弾いている男。
3592968286_b63c81bcd2.jpg#2	女性は丸い光でギターを弾きます。
3592968286_b63c81bcd2.jpg#3	暗い部屋でギターを弾く男。
3592968286_b63c81bcd2.jpg#4	男はバンドでギターを演奏しました。
3592992234_6d3fe58a70.jpg#0	白いシャツを着た男が棒を振っています
3592992234_6d3fe58a70.jpg#1	白いシャツを着た男が、棒を持っている背の高い草の中を歩きます。
3592992234_6d3fe58a70.jpg#2	男が棒を持って畑を歩いています。
3592992234_6d3fe58a70.jpg#3	フィールドに左手に棒を持っている男
3592992234_6d3fe58a70.jpg#4	ゴルフコースの近くの男は、棒を投げる準備をしています
3593220756_5c416c3ceb.jpg#0	サーフボードから落ちる男。
3593220756_5c416c3ceb.jpg#1	黒いウェットスーツを着た男が波にサーフボードに乗っています。
3593220756_5c416c3ceb.jpg#2	ウェットスーツのサーファーは、海洋スプレーの中でボードのバランスを取ります。
3593220756_5c416c3ceb.jpg#3	サーファーがサーフボードに寄りかかっています。
3593220756_5c416c3ceb.jpg#4	この男はウェットスーツを着て、サーフボードに乗っています。
3593222804_c187808ac3.jpg#0	ストップアクションサーフィン写真のコラージュ。
3593222804_c187808ac3.jpg#1	荒れた水でサーフィンをする男
3593222804_c187808ac3.jpg#2	黄色のサーフボードの上のサーファーは、別のサーファーに水をかけています。
3593222804_c187808ac3.jpg#3	茶色のサーフボードの男は、他の2人のサーファーを浸す大きなスプラッシュを作成しました。
3593222804_c187808ac3.jpg#4	3人がサーフィンをし、水の中で飛び散っています。
3593392955_a4125087f6.jpg#0	黒と黄褐色の犬は、汚れに沿って白と灰色の犬と一緒に走っています。
3593392955_a4125087f6.jpg#1	2匹の犬が森に走っています。
3593392955_a4125087f6.jpg#2	2匹の犬が森の土道を走ります。
3593392955_a4125087f6.jpg#3	森の中のカメラから逃げる2匹の犬。
3593392955_a4125087f6.jpg#4	2匹の犬が森の近くの未舗装のエリアで走っています。
3593538248_dffa1a5ed4.jpg#0	ゲーム中にホッケー選手のグループと1人の公式の氷の上に立っています。
3593538248_dffa1a5ed4.jpg#1	左の審判員はホッケーの試合を試合します
3593538248_dffa1a5ed4.jpg#2	さまざまなチームと審判の数人のホッケー選手が一緒に氷の上にいます。
3593538248_dffa1a5ed4.jpg#3	ゴールの近くに立ってスケートをしている数人のホッケー選手。
3593538248_dffa1a5ed4.jpg#4	アイスホッケーゲームがあり、プレーヤーとrefが目標の1つに近づいています。
3593556797_46b49a02a8.jpg#0	短いスカートを着た女性は、自動車と歩行者の交通で通りを歩いているときにペットボトルを保持しています。
3593556797_46b49a02a8.jpg#1	女性がボトルを持って道路の真ん中を歩いています。
3593556797_46b49a02a8.jpg#2	高速道路の側面を歩いている女性。
3593556797_46b49a02a8.jpg#3	交通に対して黄色い線と平行に歩いている女性。
3593556797_46b49a02a8.jpg#4	ジャンスカートを着ている女性が街の通りを歩いています。
3594029059_cee1f4c59a.jpg#0	鳥が翼を伸ばして空中を飛びます。
3594029059_cee1f4c59a.jpg#1	黄色いくちばしの黒と白の鳥が飛んでいます。
3594029059_cee1f4c59a.jpg#2	ワシが空中を飛びます。
3594029059_cee1f4c59a.jpg#3	ワシはほとんど地面に低く駆け下ります。
3594029059_cee1f4c59a.jpg#4	ワシは地面に低く飛んでいます。
3594566537_55bd712fdb.jpg#0	男がカヤックから落ちます。
3594566537_55bd712fdb.jpg#1	彼のパドルが飛んで行くと、男は彼のカヤックから落ちています。
3594566537_55bd712fdb.jpg#2	パドルを失い、ボートから落ちる男のカヤック。
3594566537_55bd712fdb.jpg#3	パドルが飛ぶ間、男は水に落ち、カヤックの先端があります。
3594566537_55bd712fdb.jpg#4	男はパドルを空中に投げ、ボートから降りて水に落ちました。
3594822096_e1144b85d6.jpg#0	バイカーが木をすばやく通り過ぎます。
3594822096_e1144b85d6.jpg#1	男が自転車に乗っています。
3594822096_e1144b85d6.jpg#2	男は森の中を自転車に乗っています。
3594822096_e1144b85d6.jpg#3	マウンテンバイクに乗って剃った頭を持った男。
3594822096_e1144b85d6.jpg#4	男はヤギひげを持っていて、自転車に乗っている間に黒い手袋を着用しています。
3595080592_5fd55570e5.jpg#0	セメントの上に立っている2人のアジアの子供たち。
3595080592_5fd55570e5.jpg#1	2人の子供が微笑む。
3595080592_5fd55570e5.jpg#2	カラフルなプルオーバーを着ている2人の子供が隣同士に歩いています。
3595080592_5fd55570e5.jpg#3	バックグラウンドに大人を持つ2人の子供。
3595080592_5fd55570e5.jpg#4	2人の若い男の子が微笑んで外を歩きます。
3595216998_0a19efebd0.jpg#0	外で遊んでいる間、黒犬が空中に飛び込みます。
3595216998_0a19efebd0.jpg#1	小さな黒と白の犬は、背景に赤いプラスチックフェンスでジャンプします。
3595216998_0a19efebd0.jpg#2	空中に小さな黒い犬。
3595216998_0a19efebd0.jpg#3	小さな黒い犬がバーを飛び越えます。
3595216998_0a19efebd0.jpg#4	人がそれを手招きしている間、小さな黒い犬が空中を飛び越えます。
3595398879_13e33b8916.jpg#0	小さな男の子が男の腕に飛び込みます。
3595398879_13e33b8916.jpg#1	野球帽の少年が青いシャツを着た男の腕に飛び込んでいます。
3595398879_13e33b8916.jpg#2	青いシャツと帽子をかぶった少年が男の腕に飛び込んでいます。
3595398879_13e33b8916.jpg#3	高さから男の腕に飛び込む少年。
3595398879_13e33b8916.jpg#4	少年は男の腕に飛び込みます。
3595408539_a7d8aabc24.jpg#0	カップを持っている男性と女性が近くに別の男性と一緒に。
3595408539_a7d8aabc24.jpg#1	女性が帽子をかぶっている男性の隣に立っており、黄色い帽子をかぶって他の男性の隣に立っているカップを持っています。
3595408539_a7d8aabc24.jpg#2	帽子をかぶっている2人の男性が外で交流している女性。
3595408539_a7d8aabc24.jpg#3	プラスチックカップを持っている3人の若い大人。
3595408539_a7d8aabc24.jpg#4	3人の若者が屋外パーティーでビールを飲みます。
3595412126_4020d4643b.jpg#0	木のそばに立っているピンクのジャケットを持つ2人のアジアの女の子
3595412126_4020d4643b.jpg#1	ピンクのコートを着た2人の女の子は、ソーダボトルから飲み、木に寄りかかります。
3595412126_4020d4643b.jpg#2	ピンクのジャケットを着た2人の女の子は、水のボトルのある木のそばに立っています。
3595412126_4020d4643b.jpg#3	2人の女の子が木のそばに立って、1人はボトルキャップを持っています。
3595412126_4020d4643b.jpg#4	紫色の2人の若い女の子が大きな木に寄りかかっています。
3595643050_d312e4b652.jpg#0	ボールを捕まえる犬。
3595643050_d312e4b652.jpg#1	ホワイトハウスの隣の空中に飛び上がっている犬。
3595643050_d312e4b652.jpg#2	白い犬が口にボールを置いて後ろ足に立っています。
